job_title,comp_name,comp_type,region,city,salary,contract,positions,years_of_experience,gender
مساعد إداري,شركة المردف للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
أخصائي مبيعات مستلزمات طبية,شركة المردف للتجارة,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,2,4,both
محاسب,شركة دليل المواقع لتقنية المعلومات,خاص,Riyadh,AR RIYADH,6500.0,دوام كامل,1,2,both
سكرتير,مكتب المحامي سعد بن درويش آل محفوظ,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
أخصائي تسويق,شركة حديد السد للصناعة,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,0,Male
سكرتير قانوني,مكتب المحامي سعد بن درويش آل محفوظ,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Female
أخصائي عمليات موارد بشرية,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,Makkah,AT TAIF,6000.0,دوام كامل,1,2,both
كاتب موارد بشرية,شركة أرتال الفندقية,خاص,Riyadh,AR RIYADH,6250.0,دوام كامل,1,0,Male
عامل تعبئة وتغليف,مؤسسة أبعاد الجمال التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مهندس سلامة وصحة مهنية,شركة قطاف المستقبل للصناعات الغذائية,خاص,Riyadh,TUMAIR,8333.0,دوام كامل,1,4,Male
كاتب موارد بشرية,شركة نور الانشائية للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,4,Female
موظف استقبال,مجمع الجمال العصري الطبي,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,3,0,Female
سكرتير تنفيذي,شركة السبائك الذهبية للمعادن الثمينة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Female
موظف صندوق محاسبة,شركة اسواق بساتين القصيم,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,10,0,both
موظف استقبال,مركز شار لطب الاسنان,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,4,Female
بائع,شركة محمد سراج عطار وأخويه,خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,0,Male
سكرتير,مؤسسة دمك للمقاولات العامة,خاص,Eastern Region,BUQAYQ,4000.0,دوام كامل,1,0,Female
محاسب,مؤسسة تركي داود عبدالله الضبيعي للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
فني نظارات,مؤسسة نظارتي للبصريات,خاص,Makkah,JEDDAH,5500.0,دوام كامل,2,0,both
صيدلي,فرع شركة نسيم العصرية المحدودة,خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,0,Male
مساعد صحي,مجمع حكماء الدواء الطبي,خاص,Al Bahah,AL BAHA,4000.0,دوام كامل,4,0,Female
محاسب,مجمع حكماء الدواء الطبي,خاص,Al Bahah,AL BAHA,4000.0,دوام كامل,1,2,Female
مساعد إداري,شركة قطاف التجارية شركة شخص واحد,خاص,Riyadh,AR RIYADH,12325.0,دوام كامل,1,0,Male
أخصائي تسويق,مؤسسة تجمع لتقديم المشروبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
محصل,شركة ايجارة للتمويل (مساهمة مقفلة),خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,2,2,both
فارز بريدي,شركة توصيل التجارية شركة شخص واحد,خاص,Riyadh,AR RIYADH,5625.0,دوام كامل,1,0,Male
مساعد إداري,شركة يسم للصناعة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
محاسب,جمعية الدعوة والارشاد وتوعية الجاليات في الصناعية ,شبه حكومية,Riyadh,AR RIYADH,7000.0,دوام كامل,1,0,Male
مندوب مشتريات,شركة الريم الذهبي لتقديم المشروبات,خاص,Riyadh,AR RIYADH,3500.0,دوام كامل,1,0,Male
مراقب الجودة,شركة الجبيل لخدمات الطاقة شركة الشخص الواحد,خاص,Eastern Region,AL JUBAIL,6583.0,دوام كامل,30,0,Male
مشغل آلة درفلة معادن,شركة الجبيل لخدمات الطاقة شركة الشخص الواحد,خاص,Eastern Region,AL JUBAIL,6583.0,دوام كامل,30,0,Male
بائع قطع غيار مركبات,مؤسسة جنة الرضا التجارية,خاص,Eastern Region,AL QALT,4000.0,دوام كامل,1,0,Male
مشغل آلة درفلة معادن,شركة ارسيلور ميتال تيوبيلر برودكتس الجبيل شركة مساهمة مقفلة ,خاص,Eastern Region,AL JUBAIL,6583.0,دوام كامل,30,0,Male
ميكانيكي سيارات,مؤسسة جنة الرضا التجارية,خاص,Eastern Region,AL QATIF,4000.0,دوام كامل,2,0,Male
عامل كاونتر مأكولات ومشروبات,مطعم الورده الشاميه لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
عامل كاونتر مأكولات ومشروبات,مطعم الورده الشاميه لتقديم الوجبات,خاص,Riyadh,AL KHARJ,4000.0,دوام كامل,2,0,both
مساعد إداري,شركة تمكن الأولى المحدودة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
بائع هاتفي,شركة تمكن الأولى المحدودة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
أمين مخزن,مؤسسة عبدالعزيز محمد عبدالله اليحى التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
أخصائي مبيعات,مؤسسة عبدالعزيز محمد عبدالله اليحى التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
أخصائي علاقات عامة,شركة اتقان الوطنية للاتصالات و تقنية المعلومات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
بائع,مؤسسة وقت البسبوسة الطازجة للحلويات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,2,Female
فني صيانة ميكانيكية,شركة ابراج الثقة للتشغيل والصيانة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,2,Male
كهربائي مباني,شركة ابراج الثقة للتشغيل والصيانة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,2,Male
فني صيانة ميكانيكية,شركة ابراج الثقة للتشغيل والصيانة,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,2,2,Male
فني تدفئة وتهوية وتكييف,شركة ابراج الثقة للتشغيل والصيانة,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,2,2,Male
كهربائي مباني,شركة ابراج الثقة للتشغيل والصيانة,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,2,2,Male
مدير حسابات,شركة روافد الحقول للوجبات السريعة شركة شخص واحد,خاص,Makkah,JEDDAH,10000.0,دوام كامل,1,10,both
مدير تسويق,شركة روافد الحقول للوجبات السريعة شركة شخص واحد,خاص,Makkah,JEDDAH,15000.0,دوام كامل,1,4,both
محامي,مركز القانون والاعمال محامون ومستشارون قانونيون,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,2,0,both
فني دعم تقنية معلومات,شركة جاب كورب العربية السعودية المحدودة,خاص,Makkah,JEDDAH,5500.0,دوام كامل,1,0,Male
أمين صندوق,شركة جبال سنجار الغذائية,خاص,Eastern Region,AL KHUBAR,5000.0,دوام كامل,6,0,both
عامل كاونتر مأكولات ومشروبات,فيحاء دمشق لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
سكرتير تنفيذي,مكتب منشآت خالدة للاستشارات الهندسية,خاص,Makkah,MAKKAH AL,5000.0,دوام كامل,1,0,Female
بائع,مؤسسة أنحاء العمار التجارية,خاص,Aseer,ABRAQ AN ,4000.0,دوام كامل,2,0,Female
بائع,شركة جيدا التجارية,خاص,Makkah,AT TAIF,4500.0,دوام كامل,1,0,Female
موظف صندوق محاسبة,مطعم عالم الكروان لتقديم الوجبات,خاص,Eastern Region,AL MUBARR,4000.0,دوام كامل,3,0,both
معلم ابتدائي لغة أجنبية,مكتب الإبن الحكيم للاستشارات التعليمية والتربوية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,both
فني تدفئة وتهوية وتكييف,شركة أنجال العروبة المحدودة,خاص,Makkah,MAKKAH AL,4500.0,دوام كامل,1,0,Male
أخصائي تدريب وتطوير موارد بشرية,شركة مجموعة زيد الحسين واخوانة للمقاولات,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,2,0,both
محصل,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,4,both
معلم ابتدائي إجتماعيات ولغة عربية وإسلاميات,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,4,Female
مدخل بيانات,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,4800.0,دوام كامل,1,4,Female
معلم ثانوي لغة أجنبية,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,6500.0,دوام كامل,1,7,Female
معلم ابتدائي علوم ورياضيات,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,4,Female
أخصائي عمليات موارد بشرية,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,7500.0,دوام كامل,1,7,both
وكيل مدرسة,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,8500.0,دوام كامل,1,10,Female
معلم ابتدائي لغة أجنبية,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,4,Female
معلم رياض أطفال,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AR RIYADH,5599.0,دوام كامل,1,4,Female
مساعد إداري,شركة مدارس موسوعة العلوم الاهلية,خاص,Riyadh,AD DIR'IY,4500.0,دوام كامل,2,4,Female
عامل تعبئة وتغليف,شركة أسامه بكر عبدالله بكر الزراعية,خاص,Makkah,AT TAIF,4000.0,دوام كامل,2,0,Female
مصمم جرافيك,شركه الرأي للخدمات البيئيه شركة مساهمة سعودية مقفلة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مدخل بيانات,أبو سلطان للمقاولات,خاص,Aseer,ABRAQ AN ,3500.0,عمل عن بعد,1,0,both
معلم ثانوي فيزياء,شركه الرشد التعليميه المحدوده,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Male
أخصائي توظيف,موسسة بيكو للقرطاسية,خاص,Makkah,JEDDAH,8000.0,دوام كامل,1,4,Male
مراقب الجودة,شركة بتوك للمحروقات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
أخصائي استمرارية الأعمال,شركة فينزي للتمويل مساهمة مقفلة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,both
مدير علاقات الأفراد,مكتب اجاره للاستقدام,خاص,Eastern Region,AL KHUBAR,5000.0,دوام كامل,2,2,both
مهندس كهربائي,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,7500.0,دوام كامل,1,2,Male
أمين صندوق,شركة ابداعنا يختلف للخدمات التجارية (شركة شخص واحد),خاص,Makkah,JEDDAH,4500.0,دوام كامل,2,2,Female
مهندس ميكانيكي,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,7500.0,دوام كامل,1,2,Male
مشغل مقسم هاتف,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,4000.0,دوام كامل,2,0,both
أخصائي تنظيم إداري,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,4000.0,دوام كامل,2,2,both
ميكانيكي تدفئة وتهوية وتكييف,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,5700.0,دوام كامل,1,2,both
فني كهربائي شبكات توزيع أرضية,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,5700.0,دوام كامل,1,2,both
كاتب اتصال,شركة مجموعة الفارس التجارية (شركة شخص واحد),خاص,Aseer,ABHA,4000.0,دوام كامل,1,0,both
أخصائي خدمة عملاء,شركة ابداعنا يختلف للخدمات التجارية (شركة شخص واحد),خاص,Makkah,JEDDAH,5500.0,دوام كامل,4,2,Female
أخصائي تمريض,مجمع الهلال الفضي الطبي العام,خاص,Eastern Region,ATH THUQB,6000.0,دوام كامل,3,0,Female
فني أشعة,مجمع الهلال الفضي الطبي العام,خاص,Eastern Region,ATH THUQB,5000.0,دوام كامل,1,0,Female
فني دعم تقنية معلومات,شركة الدور التنفيذية لخدمات الاعاشة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,Female
صيدلي,شركة ليفا الطبية (شركة شخص واحد),خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,2,0,both
معلم ثانوي اجتماعيات,شركه الرشد التعليميه المحدوده,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
معلم ثانوي كيمياء,شركه الرشد التعليميه المحدوده,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
فني جودة,الشركة العربية السعودية لصناعة مواد التعبئة سابن,خاص,Eastern Region,AD DAMMAM,5000.0,دوام كامل,1,0,both
مدخل بيانات,مكتب سريع للخدمات العامة,خاص,Al Bahah,AL AQIQ,4000.0,دوام كامل,1,0,Female
بائع مأكولات ومشروبات,شركة الأطعمة الفاخرة المحدودة,خاص,Eastern Region,AD DAMMAM,4500.0,دوام كامل,5,0,both
موظف استقبال,شركة مركز خدمات الدانه الحديثه للولائم والحفلات,خاص,Eastern Region,DHAHRAN,4000.0,دوام كامل,3,0,Female
مطور مواقع الكترونية,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,Eastern Region,HAFAR AL ,8500.0,دوام كامل,1,4,both
مطور برامج,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,Eastern Region,HAFAR AL ,8500.0,دوام كامل,1,4,both
